id_empresa,ciudad,sector,antiguedad_empresa,distancia_centro,productividad,numero_trabajadores,salario_promedio,rotacion_personal,crecimiento_nomina,numero_servicios,indice_formalizacion,indice_digitalizacion,indice_competencia,satisfaccion_servicio,aporte_mensual
998,Medellín,Construcción,10.2,12.2,59.6,18,3.23,26.0,3.1,0,70.1,66.7,57.6,7.1,8705540.0
999,Barranquilla,Manufactura,15.2,14.09,53.3,1,3.36,18.7,2.5,1,55.8,56.7,7.9,6.6,5695909.0
1000,Medellín,Agricultura,16.1,56.23,53.3,59,2.34,17.8,5.7,0,68.9,62.5,75.4,7.3,11694398.0
1001,Bogotá,Comercio,9.2,2.09,54.3,1,3.62,21.6,3.2,4,67.8,69.3,54.4,8.1,7782719.0
1002,Medellín,Comercio,1.4,71.37,57.5,5,3.05,23.3,5.7,1,61.0,68.7,92.9,5.7,6951246.0
1003,Cali,Comercio,11.8,22.18,44.4,4,4.03,28.5,4.6,2,54.1,56.9,40.1,7.0,6249836.0
1004,Otras,Agricultura,7.4,28.71,40.1,28,2.19,17.0,7.3,2,64.1,37.1,40.9,6.0,7287909.0
1005,Cartagena,Manufactura,32.9,35.04,66.7,9,3.81,25.4,6.1,2,71.2,63.4,6.5,7.0,9444214.0
1006,Bucaramanga,Comercio,14.4,26.67,43.5,12,3.5,29.8,11.3,0,59.1,58.2,99.1,5.8,6086550.0
1007,Bucaramanga,Agricultura,9.6,48.57,37.5,38,2.4,14.9,12.4,1,50.4,59.8,49.3,6.7,8561649.0
1008,Cali,Comercio,42.0,69.9,57.9,55,4.3,20.3,4.1,5,81.5,66.2,80.3,5.7,18106486.0
1009,Bogotá,Minas,6.6,59.49,76.8,5,5.84,12.1,-1.8,1,71.2,75.7,72.9,5.5,9256916.0
1010,Bogotá,Comercio,11.3,38.12,66.9,25,3.63,24.8,8.0,1,75.1,67.2,92.8,5.4,11779661.0
1011,Cali,Información,9.9,7.37,86.9,44,6.26,15.0,5.4,3,76.3,68.6,9.3,7.4,21101528.0
1012,Medellín,Comercio,4.0,52.98,47.9,16,3.79,31.4,1.0,1,49.0,58.9,45.7,5.9,6828053.0
1013,Medellín,Minas,9.7,8.53,66.3,9,5.68,0.0,10.9,1,68.8,64.1,28.5,6.3,9549310.0
1014,Cali,Comercio,7.8,51.94,50.7,8,3.52,40.7,-0.9,1,59.7,65.0,47.3,8.1,8513856.0
1015,Bogotá,Profesionales,13.3,6.18,85.1,14,5.23,16.0,5.3,0,86.2,80.8,34.3,6.2,13158317.0
1016,Bogotá,Transporte,18.6,14.69,75.0,14,4.62,20.1,2.6,1,74.2,70.1,69.3,6.8,11069846.0
1017,Bogotá,Manufactura,22.2,51.38,65.5,44,4.44,17.2,4.2,2,68.8,67.8,25.3,8.2,15186473.0
1018,Bogotá,Construcción,7.5,13.49,57.1,26,5.13,19.7,-9.4,0,55.2,66.4,35.6,5.8,10123205.0
1019,Cartagena,Información,3.9,9.76,53.4,15,4.87,16.9,11.8,3,48.8,63.7,63.8,8.7,9028977.0
1020,Barranquilla,Profesionales,1.5,68.1,68.9,7,4.76,10.6,-0.9,0,65.5,61.4,13.4,6.4,7767112.0
1021,Medellín,Comercio,7.3,21.77,45.3,12,3.18,28.2,11.3,3,55.8,56.5,87.5,6.5,7548534.0
1022,Manizales,Comercio,12.6,19.32,55.2,2,3.1,20.1,-2.3,2,57.4,51.7,57.1,7.2,5727487.0
1023,Bogotá,Manufactura,7.5,61.9,64.8,13,4.11,17.6,9.1,2,62.0,68.3,60.1,6.4,8976635.0
1024,Barranquilla,Hoteles,1.6,56.1,58.5,41,2.95,23.0,2.9,1,65.4,63.2,42.4,5.7,11346400.0
1025,Bucaramanga,Información,23.1,57.28,60.3,61,3.88,8.7,2.5,1,65.1,55.2,63.2,6.4,16243115.0
1026,Medellín,Transporte,27.4,14.72,53.5,5,3.84,19.4,-1.9,2,66.9,62.3,4.5,6.3,7217582.0
1027,Bogotá,Minas,14.8,71.69,87.5,10,6.24,15.8,5.6,3,75.6,84.1,35.9,6.9,12917795.0
1028,Medellín,Información,8.0,41.5,62.2,16,4.73,13.5,4.9,1,66.0,75.2,48.5,7.2,10489129.0
1029,Medellín,Comercio,13.1,26.42,60.1,6,3.27,22.8,8.0,2,60.9,63.4,59.7,5.6,7845864.0
1030,Bogotá,Hoteles,13.9,71.34,55.9,3,3.98,30.5,-9.3,1,56.9,77.1,57.5,6.0,5602851.0
1031,Medellín,Comercio,24.9,12.8,50.5,12,3.39,21.2,12.0,0,64.5,60.5,59.8,5.6,8337505.0
1032,Cartagena,Comercio,11.6,33.3,43.9,14,3.84,20.5,4.3,2,55.9,61.4,98.5,7.4,6820620.0
1033,Cali,Información,3.6,40.02,73.9,18,5.17,13.5,5.7,2,61.3,70.2,12.3,6.1,11589257.0
1034,Barranquilla,Salud,17.8,44.12,64.3,2,3.8,17.9,13.9,0,74.9,65.2,63.6,4.5,8401723.0
1035,Medellín,Energía,7.8,25.28,77.8,5,5.94,11.9,2.3,1,84.0,75.4,10.1,6.5,10562447.0
1036,Otras,Profesionales,2.9,29.6,52.3,2,4.19,22.2,22.2,0,55.1,47.2,14.5,6.1,5882540.0
1037,Bucaramanga,Manufactura,4.8,24.13,63.3,15,4.5,2.8,12.1,0,52.8,59.8,97.2,5.3,12458113.0
1038,Cali,Comercio,16.7,6.32,47.3,3,3.83,32.0,10.1,0,67.4,51.2,43.9,5.5,5980105.0
1039,Medellín,Manufactura,3.1,36.53,70.4,21,4.0,18.3,8.9,1,62.2,67.6,26.8,6.8,10331057.0
1040,Medellín,Manufactura,7.3,17.6,56.5,5,4.17,14.1,4.5,1,61.8,77.5,7.3,6.6,7191362.0
1041,Medellín,Manufactura,8.2,59.94,52.5,19,3.89,11.4,3.9,1,61.2,47.8,98.7,7.9,8311273.0
1042,Otras,Financiero,7.6,37.85,70.6,9,4.54,4.0,8.6,2,72.8,52.5,99.0,6.7,9430196.0
1043,Otras,Manufactura,10.6,44.92,64.4,21,3.47,21.3,18.4,2,72.9,50.3,62.4,7.4,10497623.0
1044,Bucaramanga,Construcción,9.9,52.07,60.0,7,3.68,26.9,16.6,1,66.3,51.8,63.0,7.5,7916112.0
1045,Manizales,Comercio,24.1,42.51,48.4,17,2.99,35.1,-2.5,3,56.5,57.5,97.9,6.9,7488554.0
1046,Cartagena,Profesionales,8.5,52.89,64.3,3,3.81,16.1,6.4,0,67.5,66.7,74.0,5.7,7754209.0
1047,Manizales,Comercio,8.0,71.78,47.9,23,3.14,20.8,-4.0,1,65.9,59.8,27.9,5.6,8249702.0
1048,Bogotá,Manufactura,18.5,16.62,64.8,35,3.76,13.5,9.8,0,85.7,61.2,57.9,7.1,13571712.0
1049,Cali,Profesionales,10.8,58.29,74.0,15,4.21,18.3,3.1,0,73.3,77.4,4.4,5.6,10401186.0
1050,Cali,Profesionales,23.5,13.21,58.9,17,3.97,11.6,-3.8,2,58.6,63.4,29.6,6.9,8882843.0
1051,Bogotá,Comercio,60.0,79.55,60.8,69,3.35,27.0,13.3,3,77.7,73.8,86.6,6.4,19437158.0
1052,Cali,Construcción,19.8,46.56,74.0,28,3.73,23.8,10.0,1,67.8,75.3,9.9,6.0,12623897.0
1053,Medellín,Hoteles,2.5,68.26,52.2,3,2.33,26.1,8.8,1,63.3,60.4,86.7,5.9,6104008.0
1054,Barranquilla,Hoteles,17.9,75.33,51.1,17,3.04,26.2,2.4,2,63.4,40.2,26.3,6.7,7908242.0
1055,Medellín,Transporte,6.8,12.2,47.5,13,4.42,16.8,-4.2,1,61.0,59.2,57.9,5.9,9272471.0
1056,Cali,Hoteles,9.0,59.7,49.1,38,2.29,23.9,7.7,1,62.6,49.7,56.4,6.3,9069574.0
1057,Bucaramanga,Manufactura,2.3,79.73,61.2,63,4.01,14.3,8.8,1,64.6,64.7,13.2,6.7,16165975.0
1058,Bogotá,Manufactura,22.0,79.43,57.1,10,3.41,13.3,0.8,4,66.9,66.4,50.7,7.3,8985359.0
1059,Barranquilla,Comercio,11.7,38.8,48.0,4,1.84,30.9,1.6,0,59.6,59.3,74.0,5.9,5071671.0
1060,Bogotá,Información,14.2,24.72,77.4,18,4.54,9.2,2.0,0,65.1,68.5,45.3,6.6,11111530.0
1061,Medellín,Salud,8.0,1.95,83.4,2,4.82,26.2,13.8,0,72.1,71.5,29.4,5.7,9066320.0
1062,Barranquilla,Comercio,6.7,62.92,38.0,2,3.08,25.8,9.7,2,57.1,50.6,53.6,8.5,4965021.0
1063,Barranquilla,Construcción,27.7,18.85,67.4,13,3.75,26.8,1.0,2,65.7,62.7,32.5,6.0,9096530.0
1064,Bogotá,Construcción,1.4,25.84,62.9,24,3.24,24.6,1.9,0,60.4,76.2,99.0,4.1,9353929.0
1065,Bogotá,Manufactura,37.8,36.04,65.8,13,4.69,9.5,-4.1,1,62.6,83.9,87.3,6.5,9304940.0
1066,Bogotá,Construcción,18.1,19.22,61.7,17,4.63,11.2,13.4,2,74.1,67.8,54.7,5.5,11717629.0
1067,Cartagena,Transporte,22.2,28.27,42.2,54,2.97,22.4,5.6,1,64.3,49.7,76.1,5.5,11577334.0
1068,Barranquilla,Comercio,60.0,78.99,53.4,60,3.82,30.7,11.8,0,59.1,56.3,50.2,5.1,15987319.0
1069,Barranquilla,Profesionales,9.8,45.66,89.9,1,5.08,8.9,5.8,0,74.6,80.7,19.5,5.1,9640318.0
1070,Otras,Comercio,10.6,25.89,46.8,1,3.3,27.7,-3.1,0,52.7,52.7,92.0,5.7,4325902.0
1071,Cartagena,Información,10.3,73.83,64.8,44,4.28,12.7,6.1,4,73.0,51.2,39.0,7.9,15792827.0
1072,Pereira,Comercio,16.9,0.03,53.5,24,3.49,33.7,3.6,3,68.2,57.2,98.5,6.6,9642401.0
1073,Medellín,Minas,24.0,54.26,73.9,57,5.31,20.1,5.7,2,83.4,73.9,56.1,7.0,21283612.0
1074,Medellín,Información,20.1,18.92,75.2,24,4.49,14.7,-6.8,1,79.6,68.1,91.4,7.2,12787148.0
1075,Bogotá,Agricultura,8.5,64.11,51.5,4,3.31,23.5,11.6,2,57.8,73.8,38.1,7.2,6983582.0
1076,Bucaramanga,Transporte,7.5,44.63,51.0,4,3.83,18.6,15.0,2,60.8,55.1,83.0,5.7,6585958.0
1077,Medellín,Hoteles,8.1,67.47,55.7,3,3.12,27.4,5.7,3,68.5,54.9,41.2,7.1,6784419.0
1078,Medellín,Hoteles,10.6,5.85,43.1,7,2.61,27.2,15.7,3,55.6,61.2,42.1,7.3,6642494.0
1079,Otras,Comercio,23.0,4.79,34.8,11,4.05,23.9,0.3,1,62.5,47.6,9.5,6.9,5989738.0
1080,Medellín,Salud,2.9,24.26,63.4,15,4.31,17.0,4.4,4,47.9,73.1,64.5,8.0,9827814.0
1081,Otras,Construcción,2.5,5.86,53.5,1,3.5,24.9,5.9,1,62.0,44.8,78.0,5.9,5672539.0
1082,Bogotá,Profesionales,16.8,18.89,72.0,10,4.5,17.4,2.1,1,73.2,75.8,5.0,6.3,10076209.0
1083,Pereira,Profesionales,7.0,25.4,60.8,2,4.12,16.2,10.1,1,64.6,57.6,51.2,5.9,7026815.0
1084,Bogotá,Comercio,9.4,65.89,67.0,7,4.39,25.1,5.8,3,68.7,66.0,30.0,7.4,9375996.0
1085,Pereira,Salud,18.6,23.52,62.5,17,4.17,11.4,6.5,0,70.2,61.6,5.1,6.4,9746237.0
1086,Cali,Construcción,2.9,53.17,70.6,29,4.21,25.9,4.2,0,70.9,67.6,66.6,6.0,11735912.0
1087,Bogotá,Transporte,22.1,7.7,55.1,58,3.89,28.8,10.7,4,68.1,64.1,37.5,8.2,17011210.0
1088,Bogotá,Manufactura,1.8,61.47,60.9,31,3.98,17.8,1.4,0,62.1,81.5,7.1,6.4,13673479.0
1089,Medellín,Financiero,11.9,25.32,73.3,25,4.88,7.5,11.8,2,61.6,72.4,21.8,6.3,13351308.0
1090,Bucaramanga,Información,7.7,12.98,67.3,16,5.17,11.5,-7.7,4,60.1,71.9,98.2,7.1,10886025.0
1091,Medellín,Información,12.9,7.37,78.3,61,4.76,9.9,-2.6,1,68.8,68.5,91.8,5.9,19182514.0
1092,Pereira,Profesionales,6.8,1.39,58.9,58,3.36,12.8,-2.0,1,55.4,57.5,51.0,6.8,14171886.0
1093,Bucaramanga,Comercio,3.6,10.84,46.8,2,2.75,25.9,7.4,1,54.4,52.7,82.2,5.4,5215661.0
1094,Bogotá,Construcción,20.9,51.99,60.2,14,3.62,25.5,6.8,2,71.3,65.1,1.0,6.9,9132511.0
1095,Otras,Comercio,7.2,23.82,45.6,6,3.76,23.4,0.0,1,56.9,52.9,95.2,6.5,5499922.0
1096,Cali,Hoteles,13.0,70.11,54.2,13,2.58,21.6,10.1,2,64.9,70.8,77.0,6.7,8944724.0
1097,Cali,Hoteles,14.8,13.25,63.4,13,3.32,19.9,-0.3,0,85.1,63.1,35.4,6.5,9490289.0
1098,Cali,Manufactura,11.7,39.96,53.0,36,4.17,24.7,3.1,3,47.8,58.4,29.9,5.7,12452449.0
1099,Cali,Construcción,6.6,16.73,56.3,2,3.68,16.5,11.5,1,57.5,60.1,66.2,6.3,6579473.0
1100,Bogotá,Comercio,14.6,61.98,57.6,22,4.48,16.6,16.1,1,68.8,63.7,67.8,7.5,10913948.0
1101,Bogotá,Salud,31.9,36.02,64.2,14,5.27,14.0,0.9,1,67.4,74.3,23.5,6.4,10249721.0
1102,Bogotá,Salud,11.2,15.43,62.5,21,5.85,17.6,5.1,2,73.8,75.4,57.8,6.8,12942119.0
1103,Bogotá,Construcción,28.1,13.51,52.4,25,3.66,22.0,7.3,0,61.2,72.0,89.7,5.5,9632453.0
1104,Bucaramanga,Comercio,15.8,48.51,65.8,7,4.4,20.1,6.5,0,70.0,71.8,38.8,5.0,8938959.0
1105,Bogotá,Profesionales,1.8,22.11,74.5,5,4.34,19.5,2.5,2,70.6,77.2,66.1,7.2,9199304.0
1106,Cali,Construcción,10.7,26.6,47.1,20,4.14,26.8,2.6,1,63.7,62.6,94.8,7.2,8896392.0
1107,Medellín,Financiero,22.3,3.17,75.5,11,4.82,11.1,-2.2,5,73.8,58.0,58.0,7.3,11425073.0
1108,Bucaramanga,Comercio,11.4,12.8,63.2,10,3.87,26.9,-7.7,0,67.3,56.0,52.6,5.4,7268360.0
1109,Bogotá,Construcción,3.8,61.17,67.5,23,4.9,27.1,-2.7,0,77.2,76.1,66.5,6.2,11816750.0
1110,Barranquilla,Salud,17.5,0.49,42.1,8,3.38,11.3,4.4,0,65.2,62.4,72.3,5.7,6552606.0
1111,Pereira,Comercio,25.0,63.39,52.8,2,3.58,24.5,10.2,2,67.0,64.8,35.0,7.0,7238330.0
1112,Otras,Construcción,9.2,43.39,61.5,2,2.96,25.8,6.3,2,56.2,59.6,24.3,6.5,8723347.0
1113,Cali,Construcción,5.1,68.86,65.0,103,4.32,31.0,9.2,3,80.0,67.2,55.6,6.5,26197164.0
1114,Barranquilla,Comercio,11.1,62.24,53.2,4,2.61,31.3,10.5,0,52.4,59.2,53.4,7.2,5786520.0
1115,Bogotá,Comercio,6.4,56.0,50.4,14,3.77,34.2,1.0,2,58.4,66.9,91.0,6.8,7535800.0
1116,Bogotá,Manufactura,3.1,19.29,74.4,13,4.92,27.2,2.9,1,65.4,64.1,39.0,6.4,9660537.0
1117,Medellín,Manufactura,8.6,30.83,71.0,16,3.52,15.9,7.7,0,61.8,59.2,36.2,4.6,8890430.0
1118,Cartagena,Comercio,5.0,34.44,50.9,37,3.39,27.0,7.3,1,62.1,56.9,86.5,5.3,10749670.0
1119,Bucaramanga,Salud,2.4,77.67,71.0,7,4.49,15.7,2.3,1,78.5,69.3,21.9,5.1,9935149.0
1120,Cali,Comercio,5.9,25.93,70.3,4,4.06,27.1,4.4,1,72.4,67.7,81.5,5.9,7741500.0
1121,Bogotá,Profesionales,22.4,9.69,66.5,5,4.91,14.6,3.1,1,70.5,74.3,37.7,6.2,8613600.0
1122,Cali,Hoteles,5.5,55.59,30.4,16,3.51,22.8,12.8,1,64.1,46.0,32.0,8.2,6678434.0
1123,Bogotá,Financiero,16.3,47.07,79.2,5,5.18,8.0,10.4,1,74.2,80.4,63.2,6.2,10143160.0
1124,Cali,Comercio,7.6,59.25,59.6,2,4.02,20.7,8.3,2,58.4,67.9,47.0,6.5,7214742.0
1125,Bogotá,Comercio,27.4,36.78,61.2,19,3.12,31.4,9.6,0,75.3,70.8,22.1,5.4,10024603.0
1126,Cartagena,Construcción,31.9,44.29,54.4,25,3.13,18.6,-0.7,3,63.0,66.9,0.1,7.4,9651272.0
1127,Bogotá,Comercio,17.3,79.12,70.7,17,2.94,21.9,8.1,1,76.3,76.5,32.8,6.0,10561131.0
1128,Cali,Manufactura,31.5,30.47,42.2,38,3.11,12.4,9.0,1,61.4,49.9,31.4,6.3,10374462.0
1129,Manizales,Construcción,14.6,67.24,63.7,1,4.14,25.8,11.5,0,86.7,68.3,82.8,6.8,8368715.0
1130,Cali,Información,13.8,16.24,81.8,33,5.48,6.9,10.3,1,70.6,64.9,15.3,5.3,16106899.0
1131,Barranquilla,Información,17.9,74.82,58.4,6,3.57,13.4,10.9,0,73.1,58.5,83.1,6.4,7591138.0
1132,Bucaramanga,Información,12.8,31.93,53.2,13,4.19,17.0,-1.2,1,56.8,68.2,71.6,6.6,7925803.0
1133,Manizales,Agricultura,12.0,33.94,50.9,34,2.39,21.4,6.0,1,66.2,58.2,58.7,6.0,9837300.0
1134,Cali,Comercio,14.1,51.32,54.2,29,3.23,17.6,7.3,2,61.6,60.6,99.9,6.5,10457329.0
1135,Pereira,Manufactura,14.3,25.3,61.0,21,3.96,13.4,9.2,0,67.1,57.0,38.3,6.4,9934902.0
1136,Barranquilla,Agricultura,4.2,4.32,30.4,20,2.7,27.7,7.0,0,49.8,44.9,73.9,7.2,5738883.0
1137,Bogotá,Hoteles,20.9,44.1,51.3,2,2.95,18.3,3.8,0,57.7,62.8,70.5,5.2,5770810.0
1138,Bogotá,Hoteles,29.6,37.09,54.0,41,3.39,12.8,13.1,1,70.9,65.7,30.4,5.7,13178481.0
1139,Manizales,Energía,26.6,49.84,78.8,17,5.21,4.0,5.2,1,76.7,76.5,72.6,6.4,13289148.0
1140,Cartagena,Financiero,15.3,18.06,85.2,4,5.8,6.3,-1.4,1,83.1,67.1,37.6,6.4,10333450.0
1141,Bogotá,Manufactura,26.9,39.8,66.3,21,4.85,14.6,-1.7,1,83.1,81.7,71.7,5.8,12057595.0
1142,Bogotá,Agricultura,11.8,67.15,56.7,15,3.08,21.2,8.5,2,64.3,68.1,43.0,7.6,8413198.0
1143,Bogotá,Comercio,33.3,79.77,67.9,17,3.25,17.7,-1.2,1,80.5,71.4,18.7,5.0,10017126.0
1144,Barranquilla,Información,14.1,7.09,64.4,35,4.73,3.9,12.2,1,76.3,59.2,23.0,5.6,14915981.0
1145,Cali,Agricultura,19.5,33.75,43.8,4,2.39,22.3,10.2,0,52.9,56.0,2.8,6.0,5415164.0
1146,Bogotá,Transporte,19.3,3.25,52.8,13,3.39,23.2,5.2,2,63.6,59.3,85.2,6.4,8241278.0
1147,Cali,Comercio,16.0,60.71,60.9,8,3.5,33.5,10.1,1,69.1,57.7,94.2,7.3,8252774.0
1148,Cali,Información,19.9,59.95,76.1,27,5.06,6.6,7.7,1,85.0,82.4,51.1,6.0,15135924.0
1149,Bogotá,Comercio,5.3,25.09,72.0,11,4.08,30.1,-2.8,0,78.7,75.0,95.7,5.2,9014272.0
1150,Pereira,Comercio,45.8,20.5,50.0,13,3.07,23.2,16.6,1,76.5,57.9,34.2,6.5,9475336.0
1151,Cali,Información,5.0,55.79,66.4,14,5.44,13.0,5.4,0,47.3,66.2,85.0,5.2,8547866.0
1152,Medellín,Profesionales,7.6,79.78,74.6,3,5.22,15.9,1.9,1,67.7,70.6,9.4,6.2,8426168.0
1153,Cartagena,Comercio,18.6,50.06,49.7,9,3.78,34.1,18.2,0,65.7,55.2,66.4,5.7,7596588.0
1154,Pereira,Hoteles,6.0,28.36,47.6,5,2.76,29.1,3.9,2,54.6,61.6,9.0,6.0,5564079.0
1155,Bogotá,Manufactura,10.0,19.68,64.4,28,4.79,13.6,4.0,0,64.0,70.9,67.0,5.8,12294691.0
1156,Medellín,Manufactura,6.7,45.47,59.4,39,3.94,21.3,8.2,3,61.7,76.9,77.5,6.6,13795888.0
1157,Cali,Agricultura,11.7,76.94,56.4,20,2.52,20.9,8.7,1,65.7,58.9,41.9,5.8,8352696.0
1158,Manizales,Manufactura,8.6,30.52,48.6,3,4.46,22.8,4.5,3,45.8,57.8,34.1,6.9,8836718.0
1159,Medellín,Manufactura,6.7,12.59,74.0,11,4.77,18.3,9.7,0,62.4,72.9,11.4,5.9,9351318.0
1160,Medellín,Energía,5.2,30.72,85.8,7,5.72,3.9,8.4,2,72.5,80.6,85.4,6.4,11758181.0
1161,Bogotá,Comercio,38.7,29.44,68.3,14,4.2,20.0,2.4,2,74.4,73.3,59.2,6.5,10685621.0
1162,Medellín,Profesionales,6.8,1.72,75.9,14,4.71,11.5,-5.2,2,76.4,71.7,8.0,6.3,11583849.0
1163,Bogotá,Construcción,19.2,26.12,64.5,51,4.15,27.8,-5.1,1,68.0,67.2,95.6,5.1,14988144.0
1164,Bogotá,Información,21.6,43.93,78.9,8,4.51,13.7,11.0,2,79.0,78.0,77.2,7.4,11912420.0
1165,Cali,Comercio,11.9,71.02,57.5,22,2.99,30.2,14.3,2,70.4,63.2,88.8,7.8,9844754.0
1166,Medellín,Comercio,15.1,61.38,57.6,11,4.21,26.2,-2.5,0,60.8,75.6,38.7,6.0,7278484.0
1167,Medellín,Profesionales,6.8,14.46,75.3,14,4.65,17.2,12.6,2,59.5,69.6,99.1,4.5,10274343.0
1168,Cali,Construcción,23.2,44.91,46.3,7,4.32,21.1,-7.8,1,64.6,71.6,42.3,6.6,6026228.0
1169,Medellín,Información,27.3,5.32,61.4,3,5.41,8.2,10.3,1,73.8,69.7,98.6,5.9,9195550.0
1170,Otras,Construcción,7.7,74.62,71.2,14,4.02,21.1,16.4,0,76.0,58.0,51.1,5.3,10075619.0
1171,Otras,Manufactura,5.5,0.13,55.9,41,3.72,23.6,8.7,5,67.6,49.6,42.7,7.6,13132570.0
1172,Otras,Transporte,18.4,6.28,52.1,25,3.91,15.3,9.8,1,67.3,59.7,81.0,7.1,10607666.0
1173,Medellín,Profesionales,16.6,10.44,66.6,16,5.27,16.3,8.1,2,62.6,82.1,58.0,6.2,11205926.0
1174,Medellín,Salud,11.8,70.45,57.8,12,4.32,27.0,14.7,0,53.9,84.6,42.4,5.2,7833461.0
1175,Bogotá,Manufactura,2.4,26.15,73.7,6,4.3,25.1,19.0,2,64.7,68.7,53.6,7.9,9320039.0
1176,Medellín,Agricultura,10.7,5.45,48.5,7,1.95,20.3,3.8,3,65.9,64.5,4.9,6.6,6997877.0
1177,Bogotá,Agricultura,3.9,13.23,39.1,4,2.99,26.9,10.7,0,50.6,60.7,82.0,6.3,3964992.0
1178,Cali,Energía,14.2,0.26,79.1,21,5.92,6.0,2.6,0,65.6,72.6,47.0,5.8,12740532.0
1179,Bucaramanga,Profesionales,18.5,31.14,52.9,50,4.65,16.0,13.6,1,65.2,59.3,26.9,6.9,15902951.0
1180,Medellín,Comercio,6.5,3.8,46.7,9,3.06,22.3,6.3,1,56.0,54.0,92.4,6.0,5862480.0
1181,Cali,Transporte,21.3,5.47,69.7,18,3.59,18.4,0.2,1,61.0,69.6,95.5,6.2,9684139.0
1182,Bogotá,Agricultura,12.9,65.59,49.7,12,3.08,21.8,9.1,4,59.3,68.7,76.9,7.0,11284773.0
1183,Bogotá,Financiero,7.5,77.5,66.3,32,5.76,11.0,3.0,0,59.5,71.6,34.0,5.4,14540895.0
1184,Medellín,Información,13.1,28.39,81.8,49,4.7,6.8,3.3,2,75.6,75.7,2.3,6.6,18979417.0
1185,Bogotá,Transporte,18.0,64.7,61.9,92,4.24,28.2,6.5,0,69.5,70.6,64.6,6.7,35252608.0
1186,Cali,Profesionales,5.9,37.46,68.9,68,4.41,26.4,8.7,2,75.6,64.6,13.3,5.8,20130750.0
1187,Medellín,Transporte,11.6,4.71,63.0,4,3.64,14.0,12.4,1,66.9,71.4,98.2,6.5,8072478.0
1188,Cali,Construcción,3.5,20.6,49.1,21,3.05,29.0,0.3,0,60.4,63.8,33.0,5.3,7639647.0
1189,Bogotá,Agricultura,3.8,54.04,65.0,20,2.79,20.7,4.4,1,64.8,75.6,6.6,6.4,9474120.0
1190,Otras,Manufactura,4.2,54.56,60.2,5,2.84,12.0,7.6,0,68.9,58.6,43.7,5.3,6845527.0
1191,Bogotá,Manufactura,9.8,48.95,66.4,39,4.89,19.5,-1.2,3,64.9,67.1,53.8,6.6,15313316.0
1192,Bucaramanga,Manufactura,10.4,47.25,60.3,18,3.88,25.1,0.9,3,65.8,58.1,18.0,6.5,9666258.0
1193,Bogotá,Comercio,10.2,29.26,48.6,23,3.51,30.6,9.0,1,63.8,63.1,45.2,5.3,9342022.0
1194,Bogotá,Financiero,3.7,48.82,60.3,9,4.88,4.9,15.3,1,65.6,69.8,36.0,7.5,9221120.0
1195,Bucaramanga,Información,12.7,32.2,77.5,53,4.72,19.4,0.3,2,71.9,68.7,84.1,6.6,18291010.0
1196,Pereira,Manufactura,11.6,47.96,71.6,13,3.79,10.3,10.9,1,70.4,75.7,3.3,5.9,10377036.0
1197,Bogotá,Información,10.8,41.2,75.4,5,5.08,15.3,-8.8,1,67.7,74.9,24.8,7.6,8462879.0
1198,Barranquilla,Manufactura,14.3,10.35,59.8,12,4.55,18.5,5.4,1,63.0,65.4,89.2,6.3,9055592.0
1199,Bogotá,Construcción,3.8,65.51,73.1,19,4.64,19.8,7.7,4,73.7,73.0,36.0,8.3,12673312.0
1200,Medellín,Manufactura,4.4,57.74,60.8,7,3.48,20.9,4.9,2,69.0,50.9,55.4,6.6,7517470.0
1201,Bogotá,Hoteles,10.8,27.92,57.3,17,3.65,36.5,9.7,1,61.4,59.2,0.7,5.6,8348816.0
1202,Barranquilla,Información,40.0,22.23,65.3,27,4.21,8.6,11.2,1,80.0,64.2,41.7,5.7,13712961.0
1203,Medellín,Profesionales,6.1,49.31,68.8,24,5.09,23.1,15.5,0,65.3,79.7,99.3,7.4,12286704.0
1204,Bogotá,Financiero,15.5,47.17,82.6,12,5.91,7.9,6.5,1,76.3,78.9,24.6,6.8,12244239.0
1205,Bogotá,Profesionales,5.8,33.39,73.2,11,4.41,11.5,-8.2,0,78.2,70.9,15.1,6.4,10090460.0
1206,Cali,Construcción,11.7,53.48,59.7,13,3.24,18.9,1.7,2,72.7,62.4,93.9,6.4,8788201.0
1207,Medellín,Información,17.1,62.91,73.3,39,5.48,11.3,3.8,2,68.9,66.8,35.7,6.9,27453756.0
1208,Bucaramanga,Manufactura,40.2,71.8,73.9,7,4.52,12.3,0.9,0,84.1,70.0,23.8,6.6,9881675.0
1209,Barranquilla,Hoteles,30.1,28.26,56.0,62,2.41,39.8,11.7,2,78.8,57.8,12.6,6.4,13687682.0
1210,Bogotá,Manufactura,7.4,3.86,70.5,49,3.88,17.3,14.6,2,81.7,58.7,23.9,6.7,16873649.0
1211,Cartagena,Hoteles,11.7,76.29,40.8,46,3.66,25.2,2.5,0,59.8,65.1,47.1,6.4,11740386.0
1212,Barranquilla,Transporte,5.1,15.31,62.1,44,3.81,22.1,8.2,1,67.6,65.4,92.3,7.5,14066567.0
1213,Bogotá,Financiero,6.1,37.86,71.1,20,5.85,8.1,2.3,2,76.1,76.4,74.5,5.2,13466982.0
1214,Bogotá,Manufactura,9.5,79.27,62.2,14,3.96,25.4,12.4,2,71.8,64.3,11.4,7.1,10118507.0
