id_empresa;nit;sector;antiguedad;tiempo_afiliacion;num_trabajadores;crecimiento_empleo;uso_servicios;satisfaccion;rotacion;salario_promedio;digitalizacion;formalizacion;distancia;abandono
1946;925741124;Servicios;6.5;6.0;15;-1.9;4;59.4;27.5;4.55;35.2;49.2;16.0;1
1947;944985137;Manufactura;4.6;1.8;49;16.7;0;37.9;25.3;4.6;77.7;59.6;6.1;1
1948;819903356;Construcción;29.0;22.6;44;18.4;5;77.7;7.5;3.72;89.5;72.2;0.8;0
1949;835648562;Transporte;5.2;3.1;27;6.2;8;74.1;14.6;3.4;36.1;40.6;1.9;0
1950;854863749;Servicios;16.3;7.6;61;-0.1;7;79.5;5.5;3.4;68.5;65.4;9.6;0
1951;827225165;Transporte;4.2;3.2;10;-10.7;6;77.9;5.5;2.31;46.5;60.2;0.6;0
1952;939752650;Comercio;6.7;1.6;5;4.3;1;43.3;13.3;2.87;22.5;58.6;4.3;1
1953;896308370;Servicios;2.8;0.9;20;-9.4;6;83.4;22.5;2.46;68.0;63.0;4.8;0
1954;925150266;Comercio;3.8;2.3;27;-8.4;4;53.0;22.5;2.87;63.8;59.6;13.5;1
1955;820644786;Comercio;2.6;1.6;10;8.2;4;48.8;1.9;3.42;32.3;41.3;5.0;0
1956;933551380;Construcción;9.7;5.3;11;-1.8;5;70.6;28.2;4.25;55.4;60.0;1.7;1
1957;835803516;Servicios;7.8;1.8;25;18.7;7;77.1;25.3;2.9;66.4;47.1;37.6;0
1958;939689222;Comercio;15.2;7.0;92;14.9;5;85.9;17.5;2.42;91.7;80.1;1.1;0
1959;879897369;Transporte;23.8;18.7;45;2.8;9;90.9;26.0;1.99;50.5;59.6;1.2;0
1960;856695184;Servicios;5.4;2.9;9;4.1;9;73.5;20.4;5.41;55.3;47.8;7.1;1
1961;970322651;Servicios;15.7;11.0;13;-12.6;5;58.5;6.0;3.95;56.9;63.0;0.6;0
1962;889906321;Construcción;10.7;4.3;17;-10.7;5;67.1;15.9;4.46;39.0;33.9;2.3;1
1963;944293150;Servicios;13.1;7.0;9;-8.4;6;76.5;13.6;3.4;35.0;57.3;0.4;0
1964;804050020;Manufactura;3.4;2.2;30;13.8;1;48.6;8.7;3.3;54.0;44.6;3.8;1
1965;872612369;Servicios;10.5;6.9;32;16.2;5;73.1;6.5;2.76;18.9;43.6;1.8;0
1966;957542453;Comercio;21.3;16.1;70;31.8;8;70.1;17.7;3.13;52.8;64.8;2.9;0
1967;904776383;Servicios;3.4;2.5;63;5.9;4;60.8;11.6;4.89;68.0;76.5;10.7;0
1968;825706267;Manufactura;8.7;7.5;6;-21.5;4;65.3;18.1;2.73;41.0;45.0;6.9;1
1969;883894025;Construcción;25.2;15.2;23;15.0;6;85.2;5.5;3.67;41.0;48.8;0.6;0
1970;860871865;Servicios;4.2;1.3;27;-6.9;3;69.4;20.6;4.06;54.0;41.6;2.0;1
1971;982650375;Servicios;15.3;13.8;5;-8.9;0;57.9;36.9;2.68;87.6;72.3;1.0;1
1972;933101442;Servicios;11.4;2.3;78;5.3;7;71.8;11.4;5.2;35.3;66.5;8.3;0
1973;846825352;Servicios;13.5;3.3;26;-1.5;4;75.1;13.9;2.37;95.1;65.3;8.9;0
1974;865052763;Comercio;1.9;0.9;16;-17.9;6;73.9;20.5;5.36;50.2;64.9;11.5;1
1975;972975917;Servicios;3.0;2.4;55;4.7;8;89.5;10.6;3.24;92.2;70.7;17.8;0
1976;804962313;Servicios;5.4;2.0;31;-2.7;7;58.8;33.2;4.05;62.1;57.4;5.6;0
1977;936921014;Comercio;2.2;1.0;9;-6.0;4;60.4;9.2;4.12;75.0;82.7;4.9;0
1978;976683157;Transporte;28.6;18.3;56;14.2;0;53.6;32.5;5.37;71.9;85.6;9.4;1
1979;832060402;Servicios;1.9;0.7;11;18.1;1;57.1;3.0;2.14;52.9;70.2;7.6;1
1980;857024422;Manufactura;4.9;2.8;37;1.6;3;69.2;31.2;3.64;41.6;62.3;6.1;1
1981;925084766;Comercio;6.4;4.2;49;17.5;7;90.5;5.5;4.1;41.6;39.7;3.0;0
1982;894446239;Comercio;11.2;6.3;15;9.4;3;49.6;15.5;3.41;50.6;56.0;24.2;0
1983;881268886;Comercio;4.1;1.6;17;0.3;5;66.0;20.3;1.96;54.8;49.7;1.5;0
1984;879768944;Servicios;13.0;12.8;31;-12.0;5;60.9;33.7;2.14;66.6;67.4;0.9;1
1985;992066236;Tecnología;5.3;1.2;17;-8.3;6;83.1;7.6;3.06;97.1;82.1;0.5;0
1986;988337818;Servicios;16.4;14.4;121;-10.4;3;73.9;27.3;2.77;91.4;75.2;0.6;0
1987;833902442;Transporte;20.6;10.5;37;-20.8;1;64.0;13.5;4.02;65.6;61.4;23.5;1
1988;995759458;Comercio;4.2;4.0;5;15.0;6;63.9;11.3;2.87;64.8;49.4;4.1;0
1989;852572079;Servicios;17.3;11.7;21;7.3;4;51.1;15.5;5.23;79.3;80.8;1.7;1
1990;814875744;Comercio;8.6;5.5;5;24.4;8;78.5;32.6;4.18;56.3;56.7;14.2;0
1991;811298080;Tecnología;12.0;4.0;9;5.1;3;66.8;39.5;3.48;37.6;46.8;2.5;1
1992;972483245;Comercio;1.7;1.1;31;3.7;7;80.7;12.0;5.02;73.0;74.9;4.0;0
1993;964359561;Servicios;1.3;0.6;7;-4.1;1;50.1;4.2;3.52;58.1;40.6;4.2;1
1994;899345507;Servicios;12.5;11.6;13;6.0;3;49.6;43.0;3.39;65.1;82.6;12.4;1
1995;854053780;Tecnología;5.8;1.7;51;-11.5;0;57.4;4.8;1.37;74.5;64.2;8.7;1
1996;971838336;Comercio;16.3;16.1;10;17.4;0;41.1;29.6;3.01;56.1;68.6;5.8;1
1997;863397558;Comercio;13.3;8.3;18;-6.7;5;79.5;27.5;3.11;16.6;30.0;14.7;0
1998;991743105;Comercio;7.8;3.3;34;5.6;4;54.5;30.7;4.35;79.5;97.8;2.8;0
1999;825508278;Comercio;6.8;5.0;30;13.0;3;49.6;15.5;4.57;72.1;69.7;0.7;1
2000;969753776;Transporte;5.9;3.4;206;18.0;6;76.8;5.9;2.91;46.9;64.4;5.3;0
2001;879547740;Servicios;12.5;6.5;115;5.9;7;59.0;10.1;1.94;34.1;52.7;11.0;0
2002;946464895;Construcción;17.0;15.3;25;-8.8;3;52.3;20.6;5.22;57.7;41.6;11.3;1
2003;980416214;Construcción;21.9;11.0;52;15.2;6;74.1;31.2;3.47;85.4;78.6;8.5;0
2004;964074694;Manufactura;13.0;10.0;5;4.8;7;92.6;13.9;2.75;83.8;70.6;12.4;0
2005;882094221;Comercio;2.1;1.3;9;22.8;6;81.4;2.3;2.05;28.5;40.9;16.3;0
2006;895973786;Tecnología;5.4;3.7;21;10.3;3;65.2;10.5;6.76;57.5;74.0;1.3;0
2007;984781908;Comercio;7.4;7.2;14;4.6;5;55.9;26.9;2.99;66.4;65.8;26.3;1
2008;885154183;Servicios;6.1;4.9;20;8.1;5;58.0;17.2;4.77;52.9;58.0;7.3;0
2009;948330624;Transporte;16.0;3.4;28;-3.9;7;76.2;18.2;3.65;75.9;71.0;4.7;1
2010;879744619;Servicios;7.3;4.4;28;-2.4;2;53.0;19.3;3.46;42.4;47.3;6.4;1
2011;932605172;Transporte;26.0;19.7;54;18.7;1;61.9;13.8;3.47;97.1;87.8;2.2;0
2012;824343991;Transporte;11.1;4.4;38;7.6;6;60.4;19.5;3.57;81.8;71.9;4.2;0
2013;976611038;Servicios;3.4;2.4;28;4.6;5;63.3;2.3;5.51;89.7;87.5;19.5;0
2014;850357058;Servicios;10.2;10.0;284;21.8;2;36.1;19.8;2.32;31.7;41.7;13.2;0
2015;866283228;Construcción;9.5;8.8;13;10.6;6;49.3;3.5;2.61;59.1;59.2;8.4;0
2016;967903391;Construcción;4.7;2.6;20;6.8;5;51.3;10.2;3.53;30.6;40.1;14.4;1
2017;920112758;Tecnología;2.1;0.5;10;4.2;2;24.9;15.4;3.13;64.2;52.4;14.1;1
2018;951998857;Servicios;14.1;6.0;32;10.3;9;81.7;25.1;2.33;78.2;82.1;6.5;0
2019;867915738;Transporte;7.5;2.7;9;19.8;8;94.8;21.8;4.55;74.6;79.7;4.8;0
2020;844613817;Servicios;3.0;1.1;25;-11.8;3;44.9;6.3;2.81;70.8;66.0;0.0;1
2021;834650536;Comercio;6.7;5.6;117;4.9;4;56.9;27.4;2.57;81.7;66.3;1.6;1
2022;993266396;Manufactura;30.5;24.0;31;4.9;6;80.4;17.0;2.57;37.2;58.1;2.0;0
2023;852660364;Comercio;8.5;4.7;60;22.5;5;67.5;14.4;3.56;47.4;68.4;46.4;0
2024;937976133;Servicios;4.7;1.9;27;26.1;6;91.1;1.6;4.3;58.6;58.9;4.7;0
2025;862164311;Manufactura;31.7;13.4;14;-6.0;4;83.2;30.5;3.5;57.7;54.2;2.7;0
2026;872619935;Servicios;9.8;6.5;63;-5.8;8;87.8;22.8;3.05;75.0;58.8;5.2;0
2027;948496501;Transporte;5.7;2.3;35;-0.6;6;74.9;4.4;5.14;49.8;54.5;5.5;0
2028;950438516;Servicios;5.5;4.8;26;-5.1;3;58.4;10.9;3.84;28.9;42.6;19.8;1
2029;879794514;Manufactura;8.7;2.9;5;18.9;7;85.1;4.4;1.74;52.9;59.0;7.2;0
2030;990246585;Manufactura;10.7;10.4;5;-11.0;6;62.4;7.3;2.44;88.3;71.9;10.0;0
2031;810239589;Transporte;8.1;5.6;59;-24.6;7;74.3;25.3;2.43;61.1;88.7;5.4;1
2032;956922374;Comercio;7.5;3.5;18;-7.4;5;67.5;18.1;3.48;92.6;81.4;11.6;0
2033;869455028;Construcción;10.2;10.1;139;8.5;3;59.9;35.3;3.68;26.2;44.3;4.6;1
2034;952312260;Construcción;5.7;2.5;21;-0.0;4;54.9;17.4;2.29;70.1;49.2;16.5;1
2035;938405135;Servicios;3.1;1.9;40;2.7;3;44.4;43.9;2.54;60.3;44.0;4.9;1
2036;951734354;Manufactura;4.0;3.1;30;-4.1;5;72.1;9.1;3.58;56.8;78.0;3.1;0
2037;994034933;Servicios;5.4;2.3;80;2.6;3;58.7;9.6;4.05;34.1;57.6;22.6;0
2038;934067316;Comercio;10.1;7.6;19;0.8;7;55.0;8.3;3.28;69.2;68.5;4.5;0
2039;943321656;Comercio;10.7;9.9;17;-7.1;8;79.1;17.9;2.59;43.2;51.5;4.1;0
2040;885363887;Comercio;12.4;5.7;27;6.6;1;44.5;10.7;3.4;86.5;79.1;16.6;1
2041;958924954;Comercio;7.0;6.6;13;-4.1;7;80.0;21.4;3.65;21.5;25.1;3.7;1
2042;970103161;Manufactura;12.5;12.3;44;7.0;4;58.5;2.6;3.0;32.6;38.1;8.3;0
2043;961873149;Manufactura;6.4;5.3;21;10.6;8;100.0;11.9;3.28;31.1;30.5;0.9;0
2044;924732693;Transporte;8.4;7.2;46;13.0;8;79.2;5.6;5.81;55.6;56.6;12.0;0
2045;934191380;Servicios;3.0;0.8;65;24.0;5;78.7;9.0;2.51;48.7;52.3;24.4;0
2046;988558752;Manufactura;18.5;16.5;42;-14.7;3;71.6;23.6;3.23;88.8;65.0;17.5;0
2047;822196567;Construcción;5.2;4.9;46;-14.3;5;50.6;28.1;5.76;63.9;66.9;3.8;1
2048;981466066;Transporte;2.3;1.3;23;-12.0;6;58.9;11.7;3.37;46.7;54.8;0.6;0
2049;926138187;Servicios;20.9;18.9;27;8.2;8;80.4;22.8;2.62;29.9;42.0;3.2;0
2050;969460095;Servicios;12.9;6.8;11;4.9;8;91.7;16.7;6.0;27.8;50.3;9.9;0
2051;890896198;Manufactura;28.9;18.8;17;-2.9;4;72.6;22.1;4.31;25.6;42.1;9.8;0
2052;882691168;Manufactura;11.5;10.6;11;24.4;4;43.7;6.0;4.77;69.2;71.5;3.6;0
2053;945714467;Servicios;15.8;6.1;29;8.8;4;49.6;17.8;2.93;65.1;67.9;1.9;0
2054;845019409;Construcción;7.3;3.7;139;12.8;4;51.7;24.7;5.51;73.4;82.1;4.9;1
2055;812878368;Construcción;14.3;7.4;65;-1.2;5;77.8;38.9;1.95;82.7;63.3;12.2;0
2056;942288995;Comercio;4.9;1.9;83;12.2;5;78.6;6.1;2.46;89.8;76.0;7.4;0
2057;927812867;Servicios;6.7;2.9;10;14.8;1;51.2;15.6;5.61;31.8;58.4;2.0;1
2058;990936336;Transporte;12.3;10.7;48;13.8;5;78.3;18.7;3.29;49.6;51.9;7.5;0
2059;819850280;Manufactura;9.5;5.1;5;3.7;5;76.4;27.0;3.67;79.5;75.3;7.5;0
2060;874038417;Manufactura;11.4;10.1;75;-5.8;5;71.8;12.8;3.87;61.9;58.5;11.1;0
2061;906087499;Servicios;7.5;4.6;11;-9.2;3;42.8;12.8;2.95;18.9;31.9;8.5;0
2062;887285016;Comercio;1.7;1.3;40;-1.1;9;72.3;22.2;3.41;11.9;37.4;0.6;1
2063;807453398;Servicios;4.0;2.5;23;2.5;4;50.0;24.3;4.01;71.7;59.8;0.4;1
2064;980685054;Tecnología;16.2;9.0;5;6.9;5;77.4;19.1;2.17;69.0;55.7;2.6;0
2065;822692657;Comercio;5.6;5.5;12;6.1;4;54.9;6.1;2.18;25.1;40.8;2.5;0
2066;845243792;Transporte;12.8;11.6;15;4.2;2;62.9;18.7;4.0;61.5;50.8;0.6;1
2067;929800939;Construcción;6.1;3.2;11;8.9;8;70.4;2.3;3.43;42.6;46.6;5.2;0
2068;998486085;Comercio;12.6;9.4;35;7.7;3;47.2;13.0;2.98;88.3;76.9;1.7;0
2069;978399151;Servicios;7.4;6.0;14;6.6;2;33.1;21.0;2.55;35.3;43.5;38.1;1
2070;946936739;Comercio;4.6;1.1;230;12.7;8;76.3;10.9;4.17;70.5;81.5;5.2;0
2071;989257324;Servicios;11.9;6.2;10;7.2;3;44.5;32.4;4.79;71.9;81.3;3.8;0
2072;858200241;Servicios;2.5;1.5;102;13.3;7;72.5;6.8;3.31;79.5;55.0;14.4;0
2073;831095496;Servicios;8.5;5.7;8;-8.8;6;62.9;2.8;2.41;54.3;56.4;10.4;0
2074;990735671;Servicios;3.9;1.0;105;9.2;6;78.8;20.7;3.09;68.4;77.6;12.6;0
2075;821527317;Comercio;32.1;14.3;24;-1.4;1;37.2;19.6;5.19;49.8;67.0;13.4;1
2076;860258743;Comercio;13.5;2.8;5;-21.2;3;52.8;45.4;3.5;66.2;48.0;8.9;1
2077;935231421;Comercio;7.3;5.2;29;0.2;7;84.1;7.3;3.14;25.6;42.0;8.6;0
2078;987108701;Comercio;12.9;7.7;24;-8.8;9;84.0;5.3;1.11;60.3;56.0;46.4;0
2079;970040802;Servicios;15.9;13.1;62;-0.3;6;69.1;6.7;3.54;64.0;62.9;10.9;0
2080;929060027;Transporte;9.4;5.0;17;3.2;3;62.7;25.0;2.96;28.7;57.0;12.9;1
2081;982160981;Comercio;7.1;3.1;10;-15.8;5;66.6;16.3;5.29;52.7;63.9;27.0;0
2082;813123284;Servicios;14.2;11.0;23;18.5;7;80.9;14.5;2.9;50.3;62.3;1.9;0
2083;828580527;Comercio;5.2;2.1;38;25.9;6;65.3;12.1;5.18;70.2;71.6;3.9;0
2084;870600140;Comercio;30.0;29.7;8;-5.9;2;55.6;24.0;1.7;32.1;55.9;9.2;0
2085;912917696;Servicios;9.1;3.4;30;-2.6;5;78.6;4.6;2.74;38.6;48.9;1.7;0
2086;864359053;Comercio;16.6;11.9;81;1.0;7;62.4;11.9;5.02;37.6;44.4;37.5;0
2087;937140821;Servicios;5.2;4.3;19;-20.1;6;59.7;13.0;3.06;58.1;64.8;3.8;1
2088;989660319;Comercio;20.6;16.1;23;20.7;6;87.7;28.8;2.62;36.2;46.5;2.1;0
2089;841958478;Servicios;9.1;5.3;57;6.9;9;66.1;3.7;3.15;33.5;57.4;3.0;0
2090;896973180;Comercio;13.1;11.3;22;-11.1;5;71.1;15.0;1.98;35.5;62.0;17.8;0
2091;952005490;Comercio;12.8;4.6;14;22.2;5;60.9;13.1;5.12;79.7;83.6;6.0;0
2092;851351231;Construcción;9.4;2.0;12;16.9;8;66.7;8.2;3.01;51.1;50.2;0.6;0
2093;916588047;Servicios;22.7;21.6;189;11.7;2;64.6;18.0;1.49;80.5;79.9;0.5;0
2094;909582999;Construcción;4.2;2.3;20;8.6;5;50.3;3.2;2.76;51.9;60.9;7.2;0
2095;838460375;Servicios;15.5;6.6;24;-0.3;5;72.8;26.3;1.99;51.5;46.0;8.7;0
2096;854881232;Transporte;3.6;1.6;24;-7.5;6;90.7;15.9;6.46;87.8;69.2;5.4;0
2097;992422294;Servicios;13.8;4.0;31;2.9;2;49.7;10.6;2.69;93.4;77.5;31.9;0
2098;932175535;Servicios;3.7;1.3;9;24.9;4;75.8;8.3;7.82;58.5;68.0;18.4;0
2099;896146942;Comercio;10.0;3.9;112;0.4;0;45.1;17.1;3.13;76.9;70.8;1.2;1
2100;958262012;Comercio;2.3;0.5;17;-1.0;7;66.1;30.0;2.99;37.8;40.0;0.0;1
2101;891648626;Construcción;6.9;2.2;54;8.8;3;55.5;19.6;4.41;58.6;62.9;15.7;0
2102;909131717;Servicios;18.8;5.4;31;-2.3;6;77.0;28.0;3.58;69.0;76.4;12.2;0
2103;904360484;Tecnología;1.4;0.6;67;2.3;4;61.6;34.1;1.34;67.3;56.3;4.8;1
2104;962640360;Manufactura;5.6;2.1;58;19.1;6;57.8;10.7;4.83;84.8;86.6;5.8;0
2105;927864918;Construcción;8.5;5.0;52;-3.9;5;79.1;26.4;4.04;53.9;58.2;25.8;0
2106;989146933;Construcción;5.5;3.4;6;-2.8;3;67.5;4.4;2.91;72.0;73.4;11.5;0
2107;966531157;Comercio;13.2;9.7;30;0.4;9;67.7;9.1;2.03;61.0;55.0;4.1;0
2108;954611382;Transporte;8.4;6.7;38;6.5;5;51.6;18.5;4.56;37.9;51.1;1.3;1
2109;924540193;Servicios;13.3;3.9;41;6.4;1;37.6;17.2;2.89;13.1;19.8;4.7;1
2110;857261211;Manufactura;30.5;25.0;40;3.3;5;57.6;17.9;2.35;68.9;72.5;6.6;0
2111;925903835;Construcción;14.5;4.6;5;9.0;4;62.6;17.8;4.76;39.2;45.4;3.1;1
2112;875927961;Transporte;10.3;9.0;44;7.0;3;56.9;11.2;3.7;75.3;80.5;2.5;0
2113;848146964;Transporte;4.9;4.4;52;10.3;7;86.3;18.6;2.31;62.4;49.0;10.2;0
2114;938911644;Transporte;1.9;0.8;59;-0.8;0;34.2;28.7;2.58;22.7;37.9;42.3;1
2115;939077723;Manufactura;18.0;11.0;16;-8.7;5;59.0;14.9;3.38;81.6;54.4;3.8;0
2116;813259436;Servicios;7.9;7.6;35;8.5;5;68.2;9.1;2.6;82.7;74.7;12.3;0
2117;960963405;Manufactura;5.8;5.5;93;15.6;2;54.8;17.4;1.72;91.4;96.3;4.8;0
2118;900121465;Servicios;12.1;10.0;5;8.9;4;53.9;30.8;3.28;28.9;49.3;26.9;0
2119;862546208;Servicios;3.2;2.8;30;-10.9;6;47.3;18.3;1.61;68.3;71.9;14.4;1
2120;832249376;Construcción;9.6;8.5;178;-10.5;6;64.7;16.0;2.84;43.7;46.2;14.6;0
2121;902378436;Servicios;9.6;7.0;28;-1.3;5;45.5;16.5;2.41;67.3;70.7;10.0;0
2122;810832979;Transporte;6.6;2.2;17;1.5;5;74.9;5.7;4.44;42.1;52.8;1.6;0
2123;968807966;Comercio;5.1;4.0;22;10.2;6;81.0;13.4;3.7;33.9;30.8;29.5;0
2124;835221041;Servicios;2.4;2.1;10;4.5;5;54.7;3.7;3.31;62.8;55.7;4.8;0
2125;833313487;Tecnología;20.3;11.6;16;9.6;7;84.9;11.1;2.98;73.2;64.2;8.9;0
2126;863176850;Comercio;17.0;8.0;32;2.5;7;79.4;20.5;2.78;46.3;45.6;8.6;0
2127;903689747;Servicios;23.3;17.3;8;-1.8;2;56.2;6.1;2.73;76.4;64.5;8.7;0
2128;818380429;Manufactura;7.8;6.5;119;10.7;5;62.2;15.3;2.97;41.5;46.8;10.4;0
2129;836957877;Manufactura;11.7;6.2;28;4.7;4;61.1;12.9;3.48;38.7;40.6;26.6;0
2130;916594951;Servicios;4.9;2.2;13;-6.2;9;90.1;34.3;4.22;22.1;52.1;0.2;0
2131;916730243;Manufactura;8.7;6.9;19;-4.2;4;81.9;10.4;5.21;50.6;60.6;3.0;0
2132;885951610;Construcción;1.9;0.6;7;4.9;6;73.2;15.1;3.15;61.2;50.9;1.8;0
2133;909594734;Comercio;5.4;4.2;6;11.1;3;55.4;6.3;3.53;87.5;65.8;12.2;1
2134;854860959;Servicios;19.0;7.4;76;8.4;6;82.7;20.6;4.16;63.6;74.4;0.9;0
2135;828001740;Construcción;10.1;7.8;11;7.9;9;87.0;7.3;2.49;80.7;70.2;4.7;0
2136;975915752;Comercio;21.3;8.4;61;-7.6;5;82.8;6.8;3.01;28.6;42.8;28.7;0
2137;941274254;Comercio;6.5;5.4;17;20.1;4;52.6;14.5;1.91;77.8;89.4;5.3;0
2138;878488011;Servicios;5.2;4.9;26;10.0;5;57.4;17.1;4.11;54.6;69.1;1.0;0
2139;956745592;Construcción;4.1;1.5;32;6.9;2;69.7;33.6;3.48;24.3;19.5;6.9;1
2140;874152601;Tecnología;5.9;4.1;6;11.7;4;61.0;39.6;2.63;84.4;49.1;4.9;0
2141;955705379;Comercio;19.8;18.0;44;1.3;5;80.6;15.9;2.64;62.7;61.1;13.7;0
2142;927002087;Servicios;9.5;8.8;88;10.1;1;48.4;36.2;2.41;66.5;71.8;2.4;1
2143;971934435;Comercio;7.5;4.1;48;5.6;8;80.7;14.4;3.75;62.5;68.4;12.2;0
2144;937990673;Servicios;5.0;2.9;19;2.2;6;72.7;35.4;3.27;6.6;29.7;19.3;1
2145;817639923;Comercio;7.9;5.8;12;11.8;5;84.1;3.5;2.85;51.8;58.9;50.0;0
2146;840851195;Construcción;14.3;6.0;18;4.5;3;47.3;24.7;3.4;68.4;70.3;18.9;0
2147;803510580;Transporte;16.7;12.6;6;10.5;4;62.6;18.1;4.14;57.6;67.1;6.5;1
2148;926753324;Transporte;10.2;9.4;123;-8.1;4;70.3;18.0;3.62;76.9;61.8;8.5;0
2149;923906490;Manufactura;6.9;3.7;33;6.7;3;44.3;10.9;3.39;78.6;64.2;5.0;1
2150;997979236;Transporte;8.1;4.6;36;-10.1;5;66.5;12.2;4.23;42.1;67.7;10.8;0
2151;992080727;Comercio;25.0;19.9;59;10.4;3;63.9;17.9;3.85;83.6;94.5;18.3;0
2152;810773286;Comercio;19.7;8.3;26;8.4;3;53.2;11.3;7.08;77.8;83.9;1.6;0
2153;981849185;Servicios;24.3;10.0;17;26.3;4;50.1;7.3;4.54;83.9;63.8;5.3;0
2154;843541112;Comercio;30.1;23.2;5;13.5;5;67.9;19.2;5.01;75.6;73.3;1.3;0
2155;984433261;Comercio;6.5;1.7;94;4.5;4;62.7;19.2;5.44;91.7;91.5;6.6;0
2156;915139510;Tecnología;1.0;0.3;14;3.7;9;82.1;10.6;2.48;77.1;47.1;8.9;0
2157;873278494;Servicios;5.6;2.5;23;10.7;8;100.0;1.7;2.28;20.0;26.6;7.6;0
2158;816801343;Transporte;2.0;0.5;6;-5.8;1;46.3;24.1;5.04;87.3;81.9;4.7;1
2159;804279106;Servicios;3.9;3.8;24;2.5;4;64.7;11.7;4.32;74.7;64.0;3.2;0
2160;889087944;Construcción;5.7;3.7;24;3.6;2;46.5;25.6;2.36;85.5;80.0;10.9;1
2161;835288351;Tecnología;7.3;2.3;15;1.1;2;66.6;5.0;3.34;62.6;62.1;9.4;0
2162;970063066;Servicios;6.2;4.5;13;-5.4;2;42.7;14.8;2.38;24.2;39.0;2.7;1
2163;938882828;Manufactura;3.8;1.2;8;4.1;6;62.5;30.1;3.98;83.6;75.4;12.0;0
2164;803627150;Servicios;16.4;15.0;38;-4.1;5;77.5;4.4;2.45;77.8;78.2;7.4;0
2165;905587528;Comercio;10.0;8.8;49;-1.6;4;64.3;13.2;6.61;27.8;27.1;13.2;1
2166;827336102;Manufactura;30.1;21.5;6;-8.6;5;66.7;7.8;3.79;59.2;74.5;47.2;0
2167;986102491;Comercio;3.7;2.4;46;9.0;6;89.3;22.3;4.43;86.3;85.6;12.5;0
2168;958913583;Servicios;4.5;1.0;42;4.2;4;60.1;6.9;2.97;96.3;86.6;1.2;0
2169;898288401;Comercio;4.9;1.3;47;7.3;6;82.5;9.2;3.19;47.0;55.3;7.6;0
2170;814778885;Transporte;7.6;5.1;32;10.1;3;52.9;13.2;3.79;76.3;68.8;12.8;0
2171;973964912;Manufactura;14.2;3.1;77;15.8;5;61.9;17.9;2.81;50.0;58.5;1.3;0
2172;854539306;Servicios;7.3;5.4;11;13.1;4;59.1;27.6;2.73;36.0;66.7;4.3;0
2173;925487152;Manufactura;3.5;2.4;117;27.8;7;61.5;25.0;3.45;26.7;37.1;10.8;1
2174;991224062;Servicios;10.1;5.0;34;10.1;4;69.0;6.9;4.24;49.0;63.6;7.7;0
2175;868282433;Servicios;15.2;14.3;32;4.5;6;53.1;24.4;2.54;76.1;78.4;25.2;1
2176;997403837;Servicios;9.9;6.4;21;-2.4;2;38.6;16.9;2.34;37.5;34.1;1.8;0
2177;900292677;Servicios;3.7;3.1;11;-1.1;3;54.0;23.9;2.0;16.8;31.6;8.1;1
2178;985565544;Transporte;7.6;5.9;15;11.1;4;63.3;13.1;2.23;77.6;91.1;49.0;1
2179;934078526;Servicios;9.2;6.8;30;-4.2;3;59.3;7.1;3.14;82.8;56.4;5.4;1
2180;964316223;Tecnología;8.5;5.9;351;7.1;7;74.2;24.9;4.39;83.2;82.8;6.4;0
2181;881024699;Manufactura;2.8;2.6;9;6.2;5;70.6;21.8;3.38;34.1;53.8;11.1;1
2182;807887674;Servicios;5.6;2.8;14;7.0;4;41.7;0.4;1.65;73.4;74.8;2.7;0
2183;895630263;Servicios;22.9;10.8;41;9.0;4;67.7;23.0;5.07;55.5;58.0;3.2;0
2184;951545966;Transporte;17.3;13.3;39;31.9;7;97.0;14.9;4.01;68.5;54.6;3.6;0
2185;846548486;Servicios;10.2;8.4;13;4.8;9;100.0;27.0;1.8;90.1;75.9;4.3;0
2186;888700532;Comercio;1.8;0.7;10;1.9;4;61.0;20.0;5.0;60.4;46.7;4.1;1
2187;807501377;Comercio;16.9;6.3;5;7.8;6;75.6;22.1;4.41;71.1;79.6;10.2;0
2188;946938123;Servicios;3.4;2.0;66;9.1;4;59.3;20.8;2.91;42.6;31.4;3.1;0
2189;945247739;Manufactura;31.0;22.1;27;0.7;5;62.2;24.1;4.37;72.9;92.0;0.3;0
2190;963182146;Servicios;22.7;13.7;5;7.1;6;40.1;12.3;3.72;46.1;44.9;7.4;0
2191;876822570;Comercio;3.1;2.7;18;9.3;6;64.5;13.8;2.93;79.9;64.1;22.2;0
2192;965533089;Construcción;26.1;18.4;29;-1.5;7;81.2;18.5;2.52;43.1;52.4;4.8;0
2193;873445036;Servicios;8.7;8.5;18;20.8;7;72.2;8.9;2.68;92.6;74.4;5.6;0
2194;940765016;Manufactura;9.9;2.2;14;11.8;4;45.3;15.8;3.37;70.0;44.5;2.1;1
2195;952199820;Servicios;21.5;14.4;8;3.8;2;61.0;38.8;2.23;71.5;71.7;15.4;0
2196;826109404;Servicios;15.3;6.9;14;3.1;6;76.5;22.1;5.9;45.0;66.1;14.8;0
2197;972220835;Servicios;11.6;2.5;5;15.6;3;56.1;31.5;2.66;28.1;43.2;3.4;1
2198;846505549;Servicios;16.1;14.9;9;10.2;4;58.0;32.6;4.25;60.8;52.6;21.0;1
2199;996369853;Comercio;15.0;11.6;42;11.7;7;81.8;21.7;4.68;57.9;64.4;4.5;0
2200;937098353;Manufactura;5.3;2.5;5;2.7;4;61.8;18.0;6.37;94.1;72.3;1.4;0
